206.000,85.000,49.000,57.000
201.204,88.962,49.000,57.000
202.664,90.838,49.000,57.000
204.540,90.630,49.000,57.000
208.085,86.668,49.000,57.000
215.240,81.448,47.955,55.784
214.628,77.162,47.955,55.784
210.222,70.873,46.932,54.595
206.295,70.492,45.932,53.431
207.272,71.470,45.932,53.431
209.813,74.011,45.932,53.431
213.136,78.115,45.932,53.431
214.504,83.783,45.932,53.431
216.654,88.279,45.932,53.431
216.458,89.256,45.932,53.431
214.699,87.888,45.932,53.431
209.527,82.633,46.948,54.613
211.325,80.036,46.948,54.613
215.099,71.183,45.947,53.448
214.122,66.295,45.947,53.448
204.932,62.580,45.947,53.448
199.262,59.256,45.947,53.448
202.586,54.368,45.947,53.448
194.570,50.653,45.947,53.448
193.592,46.156,45.947,53.448
189.486,47.134,45.947,53.448
184.511,46.761,44.967,52.308
188.529,26.670,44.967,52.308
172.647,23.034,44.967,52.308
166.715,19.781,44.967,52.308
163.463,23.034,44.967,52.308
160.592,25.904,44.967,52.308
166.141,30.688,44.967,52.308
165.842,35.072,45.962,53.466
174.062,30.930,44.982,52.325
178.926,27.769,45.977,53.483
180.296,31.095,45.977,53.483
189.327,31.518,46.994,54.666
199.126,34.118,46.994,54.666
202.133,39.134,45.992,53.501
212.998,50.834,45.011,52.360
218.553,56.772,45.011,52.360
218.361,61.561,45.011,52.360
217.918,62.303,44.051,51.243
219.653,65.560,43.112,50.150
220.289,62.381,42.192,49.081
218.314,61.125,42.192,49.081
220.322,52.130,41.293,48.034
221.552,46.683,41.293,48.034
222.736,42.323,42.206,49.097
230.281,38.239,43.140,50.183
244.417,37.689,43.140,50.183
266.262,38.974,43.140,50.183
278.929,39.524,43.140,50.183
287.351,39.529,42.220,49.113
290.406,41.505,42.220,49.113
298.326,36.302,43.154,50.200
306.957,31.344,43.154,50.200
313.017,26.385,43.154,50.200
323.852,24.733,43.154,50.200
327.708,23.447,43.154,50.200
330.470,19.653,44.109,51.310
327.654,18.714,44.109,51.310
331.221,16.650,44.109,51.310
332.159,14.210,44.109,51.310
337.978,13.271,44.109,51.310
342.295,14.585,44.109,51.310
346.612,20.779,44.109,51.310
348.677,26.973,44.109,51.310
349.615,32.792,44.109,51.310
350.178,34.481,44.109,51.310
352.994,34.669,44.109,51.310
354.369,35.759,43.168,50.216
351.246,35.575,43.168,50.216
347.388,38.331,43.168,50.216
346.609,38.689,42.248,49.145
343.074,41.466,41.347,48.097
338.675,41.642,41.347,48.097
335.684,42.521,41.347,48.097
336.212,42.345,41.347,48.097
338.518,40.314,40.465,47.072
339.116,42.974,39.602,46.068
339.959,46.176,39.602,46.068
341.193,47.479,38.758,45.085
339.049,49.953,38.758,45.085
341.523,49.128,38.758,45.085
344.327,46.325,38.758,45.085
343.502,44.840,38.758,45.085
345.646,44.346,38.758,45.085
347.490,43.396,37.931,44.124
354.431,40.974,37.931,44.124
357.820,40.490,37.931,44.124
357.982,41.620,37.931,44.124
354.808,42.868,37.122,43.183
348.647,45.238,37.122,43.183
342.486,49.187,37.122,43.183
339.169,50.293,37.122,43.183
340.591,49.819,37.122,43.183
342.012,49.977,37.122,43.183
345.043,53.269,37.944,44.138
358.365,54.206,37.134,43.197
369.269,62.897,37.134,43.197
371.007,74.433,37.134,43.197
389.450,73.135,37.956,44.153
392.519,68.774,37.956,44.153
393.390,65.665,37.147,43.211
395.767,66.887,36.354,42.290
392.209,71.992,36.354,42.290
388.651,79.573,36.354,42.290
383.521,86.733,35.579,41.388
381.553,90.216,35.579,41.388
378.979,88.853,35.579,41.388
375.194,88.702,35.579,41.388
368.131,86.954,34.820,40.505
392.353,97.240,34.078,39.642
413.090,102.896,34.078,39.642
412.655,101.881,34.078,39.642
409.900,102.316,34.078,39.642
369.352,95.408,34.832,40.519
363.580,94.268,34.089,39.655
358.213,99.926,34.089,39.655
355.640,103.844,33.362,38.809
352.091,96.604,33.362,38.809
326.311,133.553,32.651,37.981
321.170,131.191,32.651,37.981
303.803,124.938,32.651,37.981
297.820,111.689,33.373,38.822
319.110,114.354,34.111,39.681
325.489,108.761,33.384,38.834
321.654,103.788,33.384,38.834
297.930,94.554,33.384,38.834
258.208,116.086,34.123,39.694
264.742,139.754,34.123,39.694
248.334,119.571,34.123,39.694
244.123,114.779,34.123,39.694
250.785,115.062,33.395,38.847
240.979,125.436,33.395,38.847
227.195,123.020,33.395,38.847
214.294,120.084,34.134,39.707
205.724,105.414,34.134,39.707
198.263,108.139,34.889,40.585
190.692,114.820,34.889,40.585
203.513,103.662,34.145,39.720
205.402,123.568,34.145,39.720
204.385,115.576,34.145,39.720
192.906,114.559,34.145,39.720
232.778,141.104,34.900,40.598
226.986,149.272,34.900,40.598
210.501,143.480,34.900,40.598
220.439,134.248,35.673,41.497
214.518,133.793,35.673,41.497
222.471,132.861,36.462,42.415
181.044,153.807,36.462,42.415
182.440,177.236,36.462,42.415
182.595,184.839,36.462,42.415
174.372,197.097,36.462,42.415
163.183,201.940,37.269,43.353
143.994,209.711,37.269,43.353
154.619,205.746,37.269,43.353
183.641,180.530,37.269,43.353
200.089,165.553,36.474,42.429
226.009,150.188,36.474,42.429
199.320,151.986,35.696,41.524
160.610,176.001,34.935,40.638
151.839,154.743,34.935,40.638
171.611,165.595,34.935,40.638
